elevation,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,daylight_duration,precipitation_sum,rain_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,et0_fao_evapotranspiration,latitude,longitude,day,cumulative_temperature_2m_mean,cumulative_apparent_temperature_mean,cumulative_daylight_duration,cumulative_sunshine_duration,cumulative_precipitation_sum,cumulative_rain_sum,cumulative_precipitation_hours,cumulative_shortwave_radiation_sum,cumulative_et0_fao_evapotranspiration
0.0010934319309463829,-0.0006554238871426817,-0.0004166193859197275,0.0003986401897948637,-0.00017880288316493576,-0.0007754336053805911,-0.0020682175481357393,-0.004564673427631321,-0.0009060931972864755,-0.00118955962855727,4.4240929278298006e-05,-0.0006255776853716952,0.0008380404716958304,0.0005298128390315209,-0.0020147118053437615,-0.0005083745656863663,0.00043631043472386485,0.019733258237357314,0.017959743171916835,-0.06242013495206671,-0.2988178752357364,-0.05807041881831211,-0.006510860315565934,-0.014235920769891728,0.0006259102385921233,-0.0022896382948611894,-0.00024640141418834745
0.008143919261159618,0.01238243598296331,0.008001620392525376,-0.04748886948292985,0.01017285436074505,-0.004362986491441333,-0.014099089075138689,-0.013793882229899397,-0.0009720712514187781,-0.0003726091867396228,-9.188565981212303e-05,0.0011305440058727207,-5.8744789566803376e-05,-0.0012310047026877985,0.001756004286244373,-0.0007618345617800683,0.00014785695199219672,-0.040930268732164904,-0.02351089211942763,0.005639731943590344,-0.10480532077467643,0.008296721254913328,-0.01961522341797163,0.044858307605366986,-0.002516501793093509,-0.0015703814037657958,-0.004983312827250341
-0.0009176328602200079,-0.0006960794832505329,-0.00099921425049722,0.004526242707796995,-0.0015238433407639047,0.0017462027627351457,0.005577963808790387,0.0058998084919269405,-0.0004239643720420288,-0.0004792335716320737,-0.0007804027219918993,0.0011761848382638902,0.0002148458555879128,-0.0010750270597240498,0.003914081313518441,0.000789697501666714,-0.00048171930431452196,-0.02393014725129341,-2.5122993524192808e-05,0.025893203723242105,0.20264230617875018,0.04804508574103283,0.0010544387225185576,0.005851155820965863,0.003055164595437606,0.000435500834459698,-0.0015882607463077241
-0.0007774812690621488,-0.002364035025900179,-0.0021349546656208368,0.008755868822865557,-0.002034017349148015,0.0015476291286118259,0.00918890844557136,0.005163003284840484,-0.00026485592035376134,-0.0003100811687899287,5.2882639173853744e-05,-0.00022738600394649354,0.0004209623182187199,2.224258613377988e-05,-0.0004382389409233683,-0.0010132192901152655,0.0008720420461042026,-0.03292229837667168,-0.0028265880112994615,0.023473151998322495,0.17014907257691775,0.041544943623868784,-0.014179817211495221,0.042279638986106094,-0.0034758410501312367,0.001343427049837377,0.0010221898067952267
-0.0007511834080810514,0.00577122595000909,0.007276335773159957,-0.019163684319495593,0.0054155984076436564,-0.0023861933983677273,-0.017332957725662023,-0.010886610505645588,-0.0012992250942059605,-0.001254280391682834,9.304122193650362e-05,-0.0003572581317913579,0.00016505553838471373,0.00023805586749141758,-0.0015604330855175468,0.0020210588300471283,-0.0015556415602111394,-0.04446566227388857,-0.04078329351533886,0.03131598765085085,0.03964230384236869,0.0017202345298577343,-0.03699708700645368,0.033843816592484116,-0.0014262985833411457,-0.0018857903184860876,-0.00521545393844554
0.0011780981701566644,0.0048474872390732344,0.021077682397344852,-0.014836237767200396,0.008875249471325737,-0.00757249343921134,-0.03543999559084484,-0.015583669462339621,-0.0005656570849040825,-0.000501856515906729,2.4607788321331617e-05,-0.0005824142059682828,0.002160064333682119,-0.0010306861519395378,0.0008698734855449385,-0.000618058367480253,0.0008461896514427072,-0.06754122949058702,-0.03205773648533525,0.01289189495072284,-0.1435258749130057,-0.0025135318549601624,-0.040007995519704104,0.050665426985986306,-0.005075862461495307,-0.0034202511947261666,-0.004270860112438259
3.6335003735965235e-05,0.004072954054579168,9.1438258682681e-05,-0.01873853389053226,0.005311045198077355,-0.0022970465682774855,-0.015896631548947007,-0.015094079554216969,-0.0006552201735221488,-0.0008712789250951051,-1.753418672856817e-05,-0.0015926210468076112,0.0008974266835144169,-0.00032898250023813376,0.0006312736845713314,-0.00036251078325976984,0.00032572888810221645,0.04366999585990598,0.03699923129371953,-0.05709304560816416,-0.26575110372751803,-0.13627128277880096,0.03863455281493168,-0.07652244696091376,0.0017847186715991023,-0.00011259652629716278,0.001943642949872391
-0.0011186204995885488,0.0019013592082450246,0.006696357214569969,-0.0276879431153826,0.004664548345578012,-0.0038043058523494853,-0.024821912078714176,-0.021249843584782314,-0.0007651059228109994,-0.0005849710496669408,-4.0904738814166265e-05,0.0003889201307391766,-0.0009615579051265712,-0.001825942809181415,0.002067835375730652,0.000979033331654054,-0.0011457621335245857,-0.05074114922910018,-0.03149935401236839,0.02116217902236956,-0.21515644568605866,-0.008957031448603318,-0.04148985593482579,0.04003158804476546,-0.005605164190979502,-0.0030867161433246965,-0.009486606011397771
0.010662693292074006,0.0013727879911737044,0.006194933757462333,-0.00864167125922096,0.0010486236827657615,-0.001234532096827558,-0.0020859964223900415,-0.006137614418598876,3.77412869269946e-05,-0.00031932000657831374,0.00016112156758209262,0.0027976636901554755,-0.00024309669288574928,0.00022316802395823783,-0.000852104987411745,-0.00016687421193164865,0.0001694303956403312,-0.001819010131844491,0.0027015095526720287,-0.015893029318845033,-0.29945251187189076,-0.07551853604046041,0.007201427942652567,-0.02968827981221061,-4.904627593397332e-05,-0.0018975331208252618,-0.0006488158015431352
0.0004963239935743299,-0.0028770333107025637,-0.012916749731434689,0.015523516502467602,-0.0022916255027831244,0.000367625054504988,0.008867329671883214,0.015178537505532089,0.0005510854168754082,-0.0003439285008828162,0.0003708332534217367,-0.0008388548180789317,0.0007903083088468821,0.001326216808890267,-0.0032185288736480996,-0.0008675721815134016,0.0004997111080989972,0.033736614281349254,0.00942844986671808,-0.0057876518798869086,0.0038843096351045547,-0.012785371369435642,0.02800847586350492,-0.023754899523867952,-0.0013993501484317822,0.0005892038806497579,0.0038007437376608288
