elevation,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,daylight_duration,precipitation_sum,rain_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,et0_fao_evapotranspiration,latitude,longitude,day,cumulative_temperature_2m_mean,cumulative_apparent_temperature_mean,cumulative_daylight_duration,cumulative_sunshine_duration,cumulative_precipitation_sum,cumulative_rain_sum,cumulative_precipitation_hours,cumulative_shortwave_radiation_sum,cumulative_et0_fao_evapotranspiration
0.0002408686316070697,0.0031901756863636655,-0.0010004915543205385,0.009173798148965687,-0.00044517378082965873,0.0004696100832548559,-0.02993280697549261,0.0026045349357956917,0.0006993797846214234,-0.0010446489049094195,-0.001133240756854407,0.0007743390592945612,-0.005722569054449044,0.0011824306781161795,0.0022540496016146736,-0.0007362302607972131,-0.0019122270646216152,-0.04333834108793119,0.0053319732001299485,-0.05190313875622989,-0.0972102054404051,-0.05970608564449017,-0.012136300756926776,-0.006975862864799913,-0.005408764810156133,-0.043328645429873754,-0.09116995299837433
-0.00029147871876711,0.003875445116990364,-0.0026554592232260845,0.009887736526690387,-0.0026110871164635374,0.005967342216772079,-0.02739201064915356,0.0038263788154698866,-5.022897489805056e-05,-0.004223857987099184,-4.511545816476528e-05,0.0019193995849758384,-0.0020806469981691934,-0.000520436158195974,0.0020094059360494165,-0.0017357635296221406,0.0012761135693615132,-0.0399063655713765,0.002927148627630085,-0.03306332169723469,-0.09011950277362758,-0.0444056160573855,-0.0008678804279487998,0.000221083175487094,-0.007122333288826903,-0.04767352229247645,-0.07588547977822215
0.0018824476260374872,-0.021767602416700768,-0.010366417581470437,-0.04948241391707156,-0.041880693123832934,-0.015738765931280027,-0.0008607073008140441,0.005712151929383307,0.00041247445691010146,0.002872833652916675,0.0018095465700174605,-0.0005911755440376969,-0.007629078699182858,-0.0018490043045508472,-0.00527046010430988,0.0012701957548525494,0.0028847753108928176,0.012600651750378345,0.00743156280276611,-0.0025377672979391913,0.03411594024374757,0.03564438679374087,0.00378659370505934,-0.002499036470056553,-0.002918627312963178,0.01569346469986068,0.017836975810378197
6.43066994331658e-05,0.0033412713333569994,-9.282571940382363e-05,0.011608765079461344,0.0010895056826939207,-0.006774292694361432,-0.035985279158912684,0.003936130510358968,0.0008239839698026282,-0.00027309875145509893,0.00018780135145739384,-4.6228733689932895e-06,-0.0010752435421743213,0.0002541485528659586,-0.0004904376061847161,0.0015208696700394209,0.0010839601443184633,-0.03629282786056998,0.0035257493626931116,-0.05805672296664664,-0.10667990345715117,-0.07172594513809985,-0.008738261678047313,-0.007905417270334258,-0.009120021103708973,-0.033325671587538755,-0.07100759890755531
0.00018576336009461236,-0.005424656784235714,-0.004592680412887388,-0.017835116535800728,-0.011322314509962584,-0.010070994782884061,0.011658943267993266,-0.018841427308768775,-0.00039856727531159466,0.0017022582942805371,0.00026489055524033813,9.033790741053805e-05,-0.008154930795334065,-0.0008023479086318661,-0.005860165449967501,0.0006055701806468028,0.00027529538700902536,-0.0314924531106988,0.06754773318982438,-0.054642669960103904,-0.12421260854139844,-0.05737963870043546,-0.021487596303991573,-0.02407783824694499,-0.01868069387699316,-0.020223064681413477,-0.07690751501279836
-0.0004188328422337119,-0.0008553581284168032,-0.004911436948860551,-0.0009384939189342795,-0.00039989436306082384,-0.006233986530242073,0.00743097921121438,-0.019193402667918948,-0.0002764731031998253,0.0015100604523527446,0.00036315313206012625,-0.001339865421257247,0.0064574964596103785,0.000261362268247356,0.0023794026138815485,0.00020238430560981475,0.0003519943334149216,-0.028675616504289507,0.019195034709456767,-0.0576038987498152,-0.12636546254125558,-0.06946720018809746,-0.01903904541467705,-0.01589058949210041,-0.005886339693383842,-0.036024085731328065,-0.08803064927282003
0.0018974007723778575,-0.01126699051602444,-0.003779620240122461,-0.033235851870746604,-0.014852481312091536,-0.011716517081090382,0.013409658169443013,-0.028241336557382108,0.00017605523374624208,0.001162108847695375,0.00045255996663161785,-0.001803735667929902,0.0008055773389393568,-0.009994743811839256,-0.010802183009912,0.001102758835235626,-0.0014432168201753322,-0.02046878604174598,-0.10810041307566295,0.0002565465798503169,-0.005588202427975782,-0.08015886293338823,-0.00014138166163731806,0.0013322162395890463,0.002638739868525441,-0.04405096816488278,0.004370321814716914
-0.0011064825341162248,-0.0011136031815053632,-0.003921755252604877,-0.006295885197732177,-0.0011725196787164872,-0.002921381194088726,0.005946577468516704,-0.041782885006846245,0.0004938122587904189,0.0007289431380739416,0.0003982268608446147,0.0027945540043330525,-0.0032029537738956413,-0.007906859185543406,-0.010346002364746962,0.0024311315872219716,-0.0020181671254720073,-0.0294245705838059,-0.11031888570988906,-0.007758628014305994,-0.022013820736658373,-0.07534005594923289,0.003427771331996371,0.004020589472004126,0.001715732380588179,-0.031574132870453325,0.010409281162734837
-0.00030308052893031963,0.0010163765691113037,1.1725796640149918e-05,0.0037919662688664793,0.003071806477735295,0.0020335851053374563,-0.010143902504838263,0.0019045022159047702,-0.002902938396003005,-0.007904728510509917,-0.0010586062223468583,-0.0004340104848992721,-0.000227299769913566,-0.00355073535278617,-0.004266126995215036,-0.0004051853008448406,0.001290832526502197,-0.03856331304920173,0.00935646067393712,-0.04770205540754405,-0.10484341035383969,-0.06155311508401548,-0.014623760054951966,-0.0032974594348106744,-0.007166186938079966,-0.043900045449981565,-0.0989322921251871
-0.00030674263755860035,-0.005382482604171167,-0.002600060471072437,0.00043814607174569927,-0.023833714207893396,-0.0032737597675371382,0.021849384069043062,0.010169111342473051,0.0016764354980625057,0.001624335427660097,0.0014361926476641257,-0.0008255723227354647,0.00453395068417876,0.0031322078703934653,0.009046385645306604,0.0015789550909069664,-0.002114531396308125,0.02442152855699731,-0.003297046676077627,0.03615565767129868,0.07253069434264126,0.0492436863702412,0.004998271139409066,0.0017083433737010588,0.005751742381726621,0.026140087397322362,0.029004290099182952
