flight,elevation,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,latitude,longitude,day
0,6.0,28.14550018310547,25.34549903869629,26.541336059570312,18.599998474121094,23.17419,120.1743,225
0,29.0,23.010000228881836,14.859999656677246,18.47875213623047,0.0,22.615126,120.566297,348
0,35.0,33.29050064086914,24.74049949645996,28.369667053222656,0.0,23.09319,120.3746,137
0,34.0,20.427000045776367,9.677000045776367,15.376999855041504,0.0,23.47947222222222,120.4398333333333,359
0,20.0,30.577499389648438,25.52750015258789,27.8629207611084,16.099998474121094,22.62453,120.5039,169
0,39.0,25.29949951171875,16.34950065612793,20.251585006713867,0.0,22.7166,120.5214,345
0,145.0,30.694000244140625,24.393999099731445,26.991920471191406,4.900000095367432,24.187095,120.610158,241
0,175.0,27.89750099182129,18.89750099182129,22.40166664123535,0.4000000059604645,23.76833,120.7079,55
0,32.0,22.70199966430664,11.802000045776367,17.781166076660156,0.30000001192092896,22.68377,120.5073,43
0,34.0,29.945999145507812,25.34600067138672,27.254331588745117,0.7000000476837158,22.99049,120.2329,150
0,18.0,23.680500030517578,13.930500030517578,18.345081329345703,5.400000095367432,23.70524,120.353,40
0,21.0,23.164501190185547,17.56450080871582,20.052001953125,0.0,22.68347,120.3536,360
0,43.0,21.069000244140625,12.568999290466309,15.385666847229004,1.600000023841858,23.47414,120.4632,56
0,316.0,26.855499267578125,19.405500411987305,22.890914916992188,0.0,23.7122,120.689,305
0,13.0,30.08249855041504,25.982500076293945,27.35749626159668,21.799999237060547,23.01053,120.2035,149
0,35.0,30.074499130249023,23.324499130249023,25.61408233642578,2.3000001907348633,23.01412,120.2392,263
0,10.0,28.344499588012695,20.394498825073242,24.50699806213379,0.0,22.60698,120.3059,100
0,66.0,34.67399978637695,22.624000549316406,28.180246353149414,0.0,24.1215321680187,120.675916582621,124
0,29.0,24.3070011138916,14.957000732421875,18.123666763305664,0.800000011920929,22.96983,120.2255,18
0,145.0,31.943998336791992,24.493999481201172,28.110666275024414,0.0,24.187095,120.610158,211
0,145.0,26.694000244140625,16.643999099731445,20.998167037963867,0.10000000149011612,24.187095,120.610158,22
0,9.0,23.378000259399414,16.128000259399414,19.313417434692383,0.0,22.46099,120.4437,343
0,11.0,23.58799934387207,15.73799991607666,19.43800163269043,0.0,22.58366,120.3603,91
0,5.0,30.73499870300293,18.78499984741211,24.178749084472656,0.0,23.21925,120.2757,283
0,55.0,29.14699935913086,19.89699935913086,24.474082946777344,0.0,23.495618,120.499877,330
0,10.0,26.694499969482422,18.694499969482422,21.709083557128906,6.899999618530273,22.60698,120.3059,82
0,60.0,25.440000534057617,14.34000015258789,18.315000534057617,0.800000011920929,23.704804,120.554075,24
0,28.0,31.929000854492188,26.429000854492188,28.83733558654785,9.5,22.63935,120.548,189
0,66.0,26.693500518798828,14.993499755859375,20.939334869384766,0.10000000149011612,24.0896333333333,120.708066666666,73
0,66.0,30.543498992919922,24.39349937438965,27.839332580566406,0.0,24.0896333333333,120.708066666666,216
0,60.0,26.7549991607666,21.5049991607666,24.413331985473633,3.9000000953674316,23.71603,120.5652,314
0,20.0,24.49049949645996,17.190500259399414,20.567581176757812,1.7000001668930054,22.6411,120.3587,348
0,78.0,27.910999298095703,20.111000061035156,24.08808135986328,0.4000000059604645,23.68266,120.5702,307
0,125.0,30.174001693725586,19.174001693725586,23.93233299255371,0.0,24.185224,120.6155953,321
0,10.0,26.894498825073242,19.79450035095215,22.82783317565918,0.0,22.60698,120.3059,69
0,76.0,30.57400131225586,20.02400016784668,23.823999404907227,0.0,23.12315,120.4699,321
0,14.0,31.31599998474121,26.166000366210938,28.224336624145508,5.699999809265137,22.56478,120.3546,258
0,32.0,25.45199966430664,24.352001190185547,24.8665828704834,133.30001831054688,22.66161,120.5153,238
0,55.0,25.69700050354004,15.946999549865723,20.557416915893555,0.0,23.495618,120.499877,94
0,62.0,27.450000762939453,22.200000762939453,24.40416717529297,0.0,22.77301,120.594,263
0,24.0,29.20400047302246,20.154001235961914,23.920669555664062,1.3000001907348633,22.66642,120.4875,123
0,87.0,25.745500564575195,21.995500564575195,23.845502853393555,1.4000002145767212,22.64334,120.6098,301
0,21.0,29.815500259399414,24.91550064086914,26.621747970581055,35.79999923706055,23.03354,120.3122,215
0,16.0,31.50550079345703,26.855499267578125,29.095083236694336,0.10000000149011612,22.59339,120.3311,168
0,78.0,25.961000442504883,13.41100025177002,18.51099967956543,0.0,23.12335,120.4702,30
0,145.0,33.694000244140625,22.8439998626709,27.679414749145508,0.20000000298023224,24.187095,120.610158,285
